formula,cif_path,n_atoms,a_A,b_A,c_A,alpha_deg,beta_deg,gamma_deg,volume_A3,eform_eV_per_atom,eform_method,spg_number,spg_symbol,point_group,is_polar,in_top30,rank
PPbS3I,data/structures/PPbS3I/rank26_PPbS3I_N6_Eform-0.63777.cif,6,5.4726,5.4877,6.3523,89.7209,91.2393,93.358,190.4,-0.637772,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/rank27_ZnPS3I_N6_Eform-0.63251.cif,6,5.2002,5.6667,7.6528,72.5019,69.7049,61.5942,183.513,-0.632514,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_2_e2.3986.cif,6,5.2002,5.6667,7.6528,72.5019,69.7049,61.5942,183.513,-0.632514,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_2_e2.5106.cif,6,5.473,5.4941,6.3055,90.6065,90.8798,92.0533,189.446,-0.632417,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,True,15
PPbS3I,data/structures/PPbS3I/rank28_PPbS3I_N6_Eform-0.63242.cif,6,5.473,5.4941,6.3055,90.6065,90.8798,92.0533,189.446,-0.632417,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,False,
PPbS3I,data/structures/PPbS3I/rank15_PPbS3I_N6_Eform-0.63242.cif,6,5.473,5.4941,6.3055,90.6065,90.8798,92.0533,189.446,-0.632417,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,False,
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_8_e2.3986.cif,6,5.4389,5.9168,5.9296,89.0413,87.5556,89.526,190.614,-0.631252,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/rank29_ZnPS3I_N6_Eform-0.63125.cif,6,5.4389,5.9168,5.9296,89.0413,87.5556,89.526,190.614,-0.631252,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_1_e2.5106.cif,6,5.5805,5.6264,6.1683,91.2575,92.6108,94.1793,192.897,-0.626269,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PPbS3I/rank30_PPbS3I_N6_Eform-0.62627.cif,6,5.5805,5.6264,6.1683,91.2575,92.6108,94.1793,192.897,-0.626269,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_5_e2.5106.cif,6,5.6728,5.6487,6.1477,90.0407,92.0631,93.5328,196.492,-0.625089,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,False,
CdPS3I,data/structures/CdPS3I/rank16_CdPS3I_N6_Eform-0.62340.cif,6,5.6484,5.7865,6.1332,87.5617,90.0467,88.7538,200.235,-0.623398,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_2_e2.3669.cif,6,5.6484,5.7865,6.1332,87.5617,90.0467,88.7538,200.235,-0.623398,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,16
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_3_e2.3986.cif,6,5.5115,6.0097,6.2457,90.0995,88.6522,89.9746,206.816,-0.619599,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_1_e2.3986.cif,6,6.1226,6.6798,6.2644,64.1389,88.2289,115.9084,199.457,-0.618088,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_8_e2.3669.cif,6,5.658,6.0694,6.0806,85.1131,88.3357,93.708,207.492,-0.61649,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_4_e2.3986.cif,6,5.2606,5.7246,7.5378,69.8006,70.6323,66.4137,190.238,-0.614212,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_6_e2.6937.cif,6,5.6532,5.8187,6.3228,86.2843,89.5372,87.2763,207.308,-0.614118,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPS3I,data/structures/BiPS3I/BiPS3I_2_e2.5311.cif,6,4.0754,6.1704,7.6335,92.9249,89.9316,89.9472,191.708,-0.613479,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_7_e2.5106.cif,6,5.5122,5.5306,6.3735,90.5834,91.0082,95.4072,193.394,-0.612977,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_7_e2.6937.cif,6,4.0026,6.2297,7.5546,88.419,89.1322,89.0145,188.251,-0.612192,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_7_e2.3669.cif,6,5.7285,5.8852,6.345,87.1861,87.4803,88.9123,213.416,-0.608024,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPS3I,data/structures/InPS3I/InPS3I_8_e2.5983.cif,6,5.6591,6.1015,6.8025,114.6657,113.3686,91.1391,191.042,-0.600216,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_1_e2.6937.cif,6,5.6495,5.9128,5.9664,93.6811,94.474,100.2171,194.926,-0.596108,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPS3I,data/structures/ZnPS3I/ZnPS3I_6_e2.3986.cif,6,5.6134,6.1867,5.9915,67.6487,89.4541,116.8797,167.445,-0.594645,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_8_e2.5106.cif,6,5.4863,5.6858,7.1272,108.678,110.8165,94.137,192.48,-0.593219,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_4_e2.3669.cif,6,5.7255,6.1527,6.5586,78.4712,82.1224,110.9275,205.89,-0.592547,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_6_e2.3669.cif,6,5.5371,5.8013,6.8312,83.4789,82.286,71.0044,205.034,-0.584761,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_8_e2.6937.cif,6,5.6151,5.8578,6.3997,86.8308,89.4395,87.3823,209.954,-0.582933,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPS3I,data/structures/BiPS3I/BiPS3I_1_e2.5311.cif,6,4.2107,6.8146,7.6562,75.2911,75.3002,71.9554,198.342,-0.579809,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_2_e2.6937.cif,6,4.0172,6.4073,7.4778,85.2318,89.2525,88.4903,191.728,-0.579044,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPS3I,data/structures/InPS3I/InPS3I_5_e2.5983.cif,6,6.0977,6.6385,6.8985,116.2882,113.702,91.0136,222.639,-0.573478,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPS3I,data/structures/InPS3I/InPS3I_3_e2.5983.cif,6,5.8069,5.8539,6.1498,92.0982,91.4199,91.3496,208.785,-0.572931,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPS3I,data/structures/InPS3I/InPS3I_2_e2.5983.cif,6,6.0566,6.328,6.6944,103.8197,108.7611,102.8873,223.011,-0.572039,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_3_e2.5106.cif,6,5.3866,5.414,6.6028,87.6116,87.4863,83.7449,191.095,-0.558089,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,False,
CdPS3I,data/structures/CdPS3I/CdPS3I_5_e2.3669.cif,6,5.8092,5.7849,6.1189,90.5516,90.1661,89.3968,205.607,-0.545002,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPS3I,data/structures/BiPS3I/BiPS3I_5_e2.5311.cif,6,4.0228,6.543,7.6311,77.1396,74.9164,71.8308,182.069,-0.541762,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbS3I,data/structures/PbPS3I/PbPS3I_4_e2.5106.cif,6,5.1162,5.1735,8.3208,79.3336,79.4871,64.4417,193.943,-0.483245,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
SnPS3I,data/structures/SnPS3I/SnPS3I_4_e2.6937.cif,6,4.2568,6.1552,8.2988,83.5701,78.8768,70.1852,200.467,-0.459862,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPS3I,data/structures/BiPS3I/BiPS3I_7_e2.5311.cif,6,4.2519,6.1516,8.0923,80.6747,78.886,74.1916,198.486,-0.456159,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
AlPSe3I,data/structures/AlPSe3I/rank17_AlPSe3I_N6_Eform-0.43637.cif,6,3.9281,6.9009,8.0494,79.5314,75.4235,73.3818,200.935,-0.436368,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
AlPSe3I,data/structures/AlPSe3I/AlPSe3I_5_e2.4750.cif,6,3.9281,6.9009,8.0494,79.5314,75.4235,73.3818,200.935,-0.436368,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,17
BiPS3I,data/structures/BiPS3I/BiPS3I_6_e2.5311.cif,6,4.0802,6.2237,8.1591,79.0714,77.6018,71.9312,190.686,-0.436006,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
AlPSe3I,data/structures/AlPSe3I/AlPSe3I_2_e2.4750.cif,6,3.9494,6.8146,7.9973,77.1143,75.1819,73.6549,197.008,-0.432197,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,18
AlPSe3I,data/structures/AlPSe3I/rank18_AlPSe3I_N6_Eform-0.43220.cif,6,3.9494,6.8146,7.9973,77.1143,75.1819,73.6549,197.008,-0.432197,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
AlPSe3I,data/structures/AlPSe3I/AlPSe3I_6_e2.4750.cif,6,4.1714,6.8755,7.3764,100.4602,106.6976,89.7015,199.022,-0.37893,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPSe3I,data/structures/InPSe3I/InPSe3I_7_e2.3299.cif,6,4.0484,6.4641,7.6866,99.9311,105.4084,89.5575,190.864,-0.370857,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,True,19
InPSe3I,data/structures/InPSe3I/rank19_InPSe3I_N6_Eform-0.37086.cif,6,4.0484,6.4641,7.6866,99.9311,105.4084,89.5575,190.864,-0.370857,M3GNet-Eform-MP-2019.4.1,8,Cm,m,True,False,
GaPSe3I,data/structures/GaPSe3I/rank20_GaPSe3I_N6_Eform-0.32498.cif,6,4.0067,7.0564,7.8455,78.6355,75.8147,73.6804,204.422,-0.324978,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
GaPSe3I,data/structures/GaPSe3I/GaPSe3I_6_e2.3834.cif,6,4.0067,7.0564,7.8455,78.6355,75.8147,73.6804,204.422,-0.324978,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,20
PPbSe3I,data/structures/PbPSe3I/PbPSe3I_6_e2.2421.cif,6,4.5002,4.8751,9.1296,89.6474,89.8237,90.1366,200.291,-0.314796,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,21
PPbSe3I,data/structures/PPbSe3I/rank21_PPbSe3I_N6_Eform-0.31480.cif,6,4.5002,4.8751,9.1296,89.6474,89.8237,90.1366,200.291,-0.314796,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
AlPSe3I,data/structures/AlPSe3I/AlPSe3I_7_e2.4750.cif,6,3.8724,6.9425,7.7115,79.1828,76.26,73.6952,191.65,-0.314259,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPSe3I,data/structures/CdPSe3I/rank22_CdPSe3I_N6_Eform-0.31026.cif,6,3.9798,6.578,7.8943,82.0654,75.9833,72.4628,190.722,-0.310257,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
CdPSe3I,data/structures/CdPSe3I/CdPSe3I_6_e2.0984.cif,6,3.9798,6.578,7.8943,82.0654,75.9833,72.4628,190.722,-0.310257,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,22
CdPSe3I,data/structures/CdPSe3I/CdPSe3I_8_e2.0984.cif,6,5.8106,5.9506,6.5873,84.9386,84.0489,75.3446,218.716,-0.307027,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,23
CdPSe3I,data/structures/CdPSe3I/rank23_CdPSe3I_N6_Eform-0.30703.cif,6,5.8106,5.9506,6.5873,84.9386,84.0489,75.3446,218.716,-0.307027,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
InPSe3I,data/structures/InPSe3I/InPSe3I_2_e2.3299.cif,6,4.1187,7.1129,7.5345,81.8234,75.9041,74.1729,205.286,-0.303738,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,24
InPSe3I,data/structures/InPSe3I/rank24_InPSe3I_N6_Eform-0.30374.cif,6,4.1187,7.1129,7.5345,81.8234,75.9041,74.1729,205.286,-0.303738,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
ZnPSe3I,data/structures/ZnPSe3I/ZnPSe3I_3_e2.1302.cif,6,3.9961,5.9303,7.4977,91.2274,90.5943,89.06,177.606,-0.300012,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,True,25
ZnPSe3I,data/structures/ZnPSe3I/rank25_ZnPSe3I_N6_Eform-0.30001.cif,6,3.9961,5.9303,7.4977,91.2274,90.5943,89.06,177.606,-0.300012,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
GaPSe3I,data/structures/GaPSe3I/GaPSe3I_8_e2.3834.cif,6,3.9343,6.9083,8.0322,82.0585,75.9397,74.2954,203.249,-0.299842,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,26
GaPSe3I,data/structures/GaPSe3I/rank26_GaPSe3I_N6_Eform-0.29984.cif,6,3.9343,6.9083,8.0322,82.0585,75.9397,74.2954,203.249,-0.299842,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPSe3I,data/structures/BiPSe3I/rank27_BiPSe3I_N6_Eform-0.29754.cif,6,4.0304,6.7048,8.1026,80.016,75.7336,72.7857,201.501,-0.297539,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
BiPSe3I,data/structures/BiPSe3I/BiPSe3I_7_e2.2627.cif,6,4.0304,6.7048,8.1026,80.016,75.7336,72.7857,201.501,-0.297539,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,True,27
ZnPSe3I,data/structures/ZnPSe3I/ZnPSe3I_4_e2.1302.cif,6,4.1026,6.1659,7.725,93.1856,89.7697,89.514,195.1,-0.296198,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,True,28
ZnPSe3I,data/structures/ZnPSe3I/rank28_ZnPSe3I_N6_Eform-0.29620.cif,6,4.1026,6.1659,7.725,93.1856,89.7697,89.514,195.1,-0.296198,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
ZnPSe3I,data/structures/ZnPSe3I/ZnPSe3I_2_e2.1302.cif,6,3.998,6.7467,8.0796,81.0665,75.2326,72.9799,200.736,-0.296125,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbSe3I,data/structures/PPbSe3I/rank29_PPbSe3I_N6_Eform-0.28425.cif,6,4.1297,6.1198,8.266,91.8137,90.1783,89.9088,208.799,-0.284245,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
PPbSe3I,data/structures/PbPSe3I/PbPSe3I_5_e2.2421.cif,6,4.1297,6.1198,8.266,91.8137,90.1783,89.9088,208.799,-0.284245,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,True,29
SnPSe3I,data/structures/SnPSe3I/rank30_SnPSe3I_N6_Eform-0.27066.cif,6,4.0459,6.4151,7.572,91.7714,90.0026,89.621,196.435,-0.270665,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,False,
SnPSe3I,data/structures/SnPSe3I/SnPSe3I_1_e2.4253.cif,6,4.0459,6.4151,7.572,91.7714,90.0026,89.621,196.435,-0.270665,M3GNet-Eform-MP-2019.4.1,6,Pm,m,True,True,30
CdPS3I,data/structures/CdPS3I/CdPS3I_1_e2.3669.cif,6,4.9206,5.1574,8.7193,79.5236,78.6671,63.2107,192.571,-0.268027,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
PPbSe3I,data/structures/PbPSe3I/PbPSe3I_8_e2.2421.cif,6,4.5296,6.4284,8.0917,79.7785,73.4423,68.7424,209.752,-0.262683,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
GaPSe3I,data/structures/GaPSe3I/GaPSe3I_4_e2.3834.cif,6,4.077,6.9339,7.985,80.3385,76.2132,73.4154,208.899,-0.262428,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
GaPSe3I,data/structures/GaPSe3I/GaPSe3I_2_e2.3834.cif,6,3.937,6.7772,8.2997,79.8042,76.0457,73.3076,204.47,-0.259044,M3GNet-Eform-MP-2019.4.1,1,P1,1,True,False,
